timestamp,mode,aggregation,sample_size,query_time_sec,cpu_before,cpu_after,mem_before_MB,mem_after_MB
2025-04-28 00:32:14.040840,light,total_volume,100000,4.7653872320006485,100.0,100.0,5135.203125,4943.6796875
2025-04-28 00:33:43.645814,light,volatility,100000,1.983310267001798,100.0,100.0,5264.36328125,5241.21875
2025-04-28 00:33:45.500777,light,monthly_volume,100000,3.3594680430032895,100.0,98.6,5171.515625,5287.76953125
2025-04-28 00:34:48.799802,light,avg_close_price,100000,1.0874137339997105,87.7,71.3,5145.1015625,5169.54296875
2025-04-28 00:34:51.517783,light,max_high_min_low,100000,1.0474470109984395,51.0,51.3,5042.87109375,5042.45703125
