timestamp,mode,aggregation,sample_size,query_time_sec,cpu_before,cpu_after,mem_before_MB,mem_after_MB
2025-04-28 20:55:29.353020,heavy,total_volume,5000000,201.61157916500088,100.0,95.0,4737.7109375,5212.63671875
2025-04-28 20:55:32.075430,heavy,monthly_volume,5000000,188.52290433700546,86.0,56.0,5407.484375,5145.58203125
2025-04-28 20:55:32.110783,heavy,volatility,5000000,188.21777409499919,95.2,57.5,5415.66796875,5150.8203125
2025-04-28 20:55:33.723590,heavy,avg_close_price,5000000,187.3442112490011,98.5,95.7,5368.359375,5112.27734375
2025-04-28 20:55:39.141306,heavy,max_high_min_low,5000000,191.96758858900284,98.5,59.7,5369.09765625,4748.78515625
