typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,64,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,9208059.33,9208059.33,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,TOTAL,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,29896675826.902,29896675826.902,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,93,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,20206860.283,20206860.283,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,45,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,98742.544,98742.544,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,75,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,3262452.944,3262452.944,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,68,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,6636583.469,6636583.469,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,70,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,9738869.154,9738869.154,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,85,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,421494758.452,421494758.452,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,7110,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,2722052.69,2722052.69,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,848610,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,116.204,116.204,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,66,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,46581.718,46581.718,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,90,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,324743589.339,324743589.339,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,62,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,19685184.511,19685184.511,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,44,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,97527011.083,97527011.083,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,65,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,1011595.295,1011595.295,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,35,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,21025007.131,21025007.131,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,32,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,45460085.044,45460085.044,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,86,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,4661696.24,4661696.24,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,92,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,1197308.037,1197308.037,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,89,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,23649696.149,23649696.149,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,40,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,18593761.367,18593761.367,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,27,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,10468713241.18,10468713241.18,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,54,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,927486.71,927486.71,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,30,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,209589319.698,209589319.698,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,94,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,19928752.093,19928752.093,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,26,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,9078029875.707,9078029875.707,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,61,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,17665890.988,17665890.988,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,88,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,94684626.508,94684626.508,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,49,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,8987330.125,8987330.125,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,71,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,1524420299.288,1524420299.288,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,42,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,12090022.85,12090022.85,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,01,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,55679847.433,55679847.433,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,59,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,2728778.909,2728778.909,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,05,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.0,False,,22561690.321,22561690.321,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,2618,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.001,False,,2008.583,2008.583,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,710610,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.001,False,,2967.431,2967.431,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,7116,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.291,False,,822803.462,822803.462,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,841191,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,12.566,False,,21509456.61,21509456.61,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,3822,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,275.927,False,,11444158.377,11444158.377,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,701400,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.003,False,,1240.595,1240.595,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,9006,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,11.433,False,,1559435.224,1559435.224,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,854931,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,9.009,False,,124346.454,124346.454,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,8532,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,2.19,False,,420170.291,420170.291,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,4017,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,1207.252,False,,110251.32,110251.32,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,8302,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,360.893,False,,4755819.823,4755819.823,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,8544,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,544.894,False,,12558869.134,12558869.134,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,854790,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,36.864,False,,349340.164,349340.164,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,9613,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,23.884,False,,576393.093,576393.093,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,8411,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,39.288,False,,26002326.095,26002326.095,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,911320,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.027,False,,13856.883,13856.883,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,853090,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,7.534,False,,1787797.563,1787797.563,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,8805,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,5.204,False,,1867447.536,1867447.536,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,700600,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.065,False,,10271.427,10271.427,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,8452,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,22.763,False,,274274.745,274274.745,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,860729,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,2.133,False,,119176.334,119176.334,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,821490,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,2.875,False,,29195.209,29195.209,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,3818,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,5.292,False,,352366.022,352366.022,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,9616,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,139.411,False,,834661.5,834661.5,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,3825,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,9.312,False,,42259.435,42259.435,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,6208,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,4.993,False,,236211.651,236211.651,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,691190,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,27.059,False,,138553.897,138553.897,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,900691,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,1.133,False,,101695.692,101695.692,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,732690,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,9001.461,False,,11864205.322,11864205.322,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,8545,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,7.467,False,,235135.949,235135.949,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,8475,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.048,False,,20093.616,20093.616,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,940591,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,2.108,False,,220236.473,220236.473,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,9209,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,4.786,False,,276781.254,276781.254,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,9706,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.608,False,,47772.326,47772.326,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,7604,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,125.855,False,,541588.265,541588.265,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,9014,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,19.626,False,,6636567.889,6636567.889,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,9114,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.167,False,,99462.491,99462.491,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,8440,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,17.981,False,,301690.534,301690.534,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,7006,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.065,False,,10271.427,10271.427,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,902290,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,8.198,False,,2039751.983,2039751.983,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,701790,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,13.109,False,,507248.254,507248.254,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,911490,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.151,False,,60538.576,60538.576,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,900791,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,1.468,False,,364162.387,364162.387,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,6302,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,156.609,False,,1002310.631,1002310.631,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,401590,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,17.699,False,,245693.017,245693.017,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,880720,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,3.031,False,,705244.901,705244.901,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,3207,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,3.661,False,,46329.185,46329.185,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,854800,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,2.006,False,,148014.49,148014.49,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,841990,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,87.736,False,,2149849.445,2149849.445,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,8205,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,375.027,False,,4128923.277,4128923.277,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,845290,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.528,False,,31471.906,31471.906,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,8207,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,341.651,False,,5415350.968,5415350.968,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,880510,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,2.409,False,,990034.517,990034.517,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,7302,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,422.063,False,,902646.892,902646.892,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,9033,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,19.642,False,,61152523.504,61152523.504,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,970400,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.177,False,,91535.277,91535.277,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,420340,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,4.425,False,,159420.694,159420.694,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,491191,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.833,False,,14772.885,14772.885,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,6704,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,2.098,False,,175520.516,175520.516,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,9704,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.177,False,,91535.277,91535.277,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,8481,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,495.971,False,,20961660.176,20961660.176,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,911440,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.003,False,,87.64,87.64,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,081340,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,6.984,False,,140539.109,140539.109,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,4417,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,3.282,False,,11120.562,11120.562,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,4904,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.868,False,,37256.805,37256.805,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,681490,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.067,False,,57103.081,57103.081,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,852910,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,4.506,False,,629188.174,629188.174,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,4504,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,1.251,False,,13170.693,13170.693,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,7117,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,14.555,False,,751111.215,751111.215,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,4906,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.142,False,,96238.632,96238.632,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,900590,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.612,False,,56099.439,56099.439,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,5809,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.006,False,,54.532,54.532,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,9606,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,14.076,False,,82671.286,82671.286,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,401700,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,1207.252,False,,110251.32,110251.32,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,880521,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.004,False,,59421.975,59421.975,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,853990,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,1.848,False,,62115.449,62115.449,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,8538,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,114.296,False,,6659610.109,6659610.109,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,5911,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,39.112,False,,1612736.671,1612736.671,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,920999,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.378,False,,119241.901,119241.901,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,8540,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,2.401,False,,177581.683,177581.683,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,5804,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,0.432,False,,3745.156,3745.156,0,False,True
C,M,20231101,2023,11,202311,36,,,X,,0,,,0,,,H6,HS,True,051199,,,,C00,,0,0,,-1,,0.0,False,-1,,0.0,False,,False,8761.535,False,,8691553.678,8691553.678,0,False,True
